step,epoch,theta_L_mean,theta_L_max,theta_L_grad,theta_R_mean,theta_R_max,theta_R_grad,core_mean,core_max,core_grad
2780,0.9046,0.104397,1.703200,0.000000,0.104961,2.023707,0.000000,0.406149,10.105734,0.000000
2800,0.9111,0.104657,1.698424,0.000000,0.105399,2.036583,0.000000,0.405366,10.149973,0.000000
2820,0.9176,0.105207,1.684202,0.000000,0.105616,2.027459,0.000000,0.406059,9.995034,0.000000
2840,0.9241,0.105609,1.702230,0.000000,0.106196,2.027860,0.000000,0.407166,10.049307,0.000000
2860,0.9306,0.105873,1.684745,0.000000,0.106364,2.007782,0.000000,0.408561,10.116780,0.000000
2880,0.9371,0.105798,1.653789,0.000000,0.106852,2.036744,0.000000,0.408380,10.256505,0.000000
2900,0.9436,0.106050,1.661095,0.000000,0.107330,2.051650,0.000000,0.406029,10.097331,0.000000
2920,0.9501,0.106266,1.631651,0.000000,0.107400,1.971369,0.000000,0.407741,10.222560,0.000000
2940,0.9566,0.106567,1.621764,0.000000,0.107474,1.920072,0.000000,0.405948,9.984041,0.000000
2960,0.9631,0.106909,1.643005,0.000000,0.107557,1.904942,0.000000,0.406080,9.854815,0.000000
2980,0.9697,0.107679,1.639764,0.000000,0.107893,1.907379,0.000000,0.406888,10.076310,0.000000
3000,0.9762,0.107597,1.624072,0.000000,0.108109,1.855755,0.000000,0.411636,10.417596,0.000000
3020,0.9827,0.108110,1.626632,0.000000,0.107745,1.933250,0.000000,0.412902,10.596804,0.000000
3040,0.9892,0.108467,1.740468,0.000000,0.108448,1.986112,0.000000,0.412410,10.433220,0.000000
3060,0.9957,0.108547,1.785870,0.000000,0.108345,1.966107,0.000000,0.411148,10.359223,0.000000
