step,epoch,theta_L_mean,theta_L_max,theta_L_grad,theta_R_mean,theta_R_max,theta_R_grad,core_mean,core_max,core_grad
153,0.0498,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.387081,3.741503,0.000000
154,0.0501,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.388470,3.739418,0.000000
155,0.0504,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.389866,3.752294,0.000000
156,0.0508,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.391326,3.774378,0.000000
157,0.0511,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.392845,3.819014,0.000000
158,0.0514,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.394400,3.853614,0.000000
159,0.0517,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.396017,3.883176,0.000000
160,0.0521,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.397738,3.914791,0.000000
161,0.0524,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.399515,3.953889,0.000000
162,0.0527,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.401289,3.996365,0.000000
163,0.053,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.402928,4.047788,0.000000
164,0.0534,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.404710,4.098155,0.000000
165,0.0537,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.406563,4.159625,0.000000
166,0.054,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.408483,4.224082,0.000000
167,0.0543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.410408,4.278201,0.000000
168,0.0547,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.412382,4.325255,0.000000
169,0.055,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.414307,4.367143,0.000000
170,0.0553,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.416270,4.405659,0.000000
171,0.0556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.418161,4.420955,0.000000
172,0.056,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.419928,4.426160,0.000000
173,0.0563,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.421605,4.427678,0.000000
174,0.0566,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.423351,4.428460,0.000000
175,0.0569,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.425082,4.424343,0.000000
176,0.0573,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.426811,4.426423,0.000000
177,0.0576,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.428552,4.430725,0.000000
178,0.0579,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.430267,4.439048,0.000000
179,0.0582,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.431961,4.453891,0.000000
180,0.0586,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.433517,4.408100,0.000000
181,0.0589,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.435297,4.370318,0.000000
182,0.0592,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.437234,4.353960,0.000000
183,0.0595,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.439250,4.348218,0.000000
184,0.0599,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.441282,4.358640,0.000000
185,0.0602,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.443333,4.370842,0.000000
186,0.0605,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.445443,4.392244,0.000000
187,0.0608,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.447596,4.418622,0.000000
188,0.0612,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.449689,4.441187,0.000000
189,0.0615,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.451861,4.452205,0.000000
190,0.0618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.454000,4.464070,0.000000
191,0.0621,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.456146,4.468937,0.000000
192,0.0625,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.458323,4.470510,0.000000
193,0.0628,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.460397,4.478992,0.000000
194,0.0631,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.462418,4.497932,0.000000
195,0.0635,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.464433,4.516483,0.000000
196,0.0638,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.466435,4.536438,0.000000
197,0.0641,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.468388,4.555948,0.000000
198,0.0644,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.470348,4.561712,0.000000
199,0.0648,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.472303,4.559403,0.000000
200,0.0651,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.474165,4.532118,0.000000
201,0.0654,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.475969,4.515556,0.000000
202,0.0657,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.477697,4.505284,0.000000
203,0.0661,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.479415,4.492496,0.000000
204,0.0664,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.481061,4.493369,0.000000
205,0.0667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.482666,4.505503,0.000000
206,0.067,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.484346,4.511139,0.000000
207,0.0674,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.485988,4.502456,0.000000
208,0.0677,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.487695,4.536129,0.000000
209,0.068,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.489395,4.569252,0.000000
210,0.0683,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.491314,4.600389,0.000000
211,0.0687,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.493487,4.638241,0.000000
212,0.069,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.495668,4.653157,0.000000
213,0.0693,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498074,4.673933,0.000000
214,0.0696,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500591,4.701636,0.000000
215,0.07,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.503175,4.732977,0.000000
216,0.0703,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.505776,4.762495,0.000000
217,0.0706,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.508303,4.790396,0.000000
218,0.0709,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.510696,4.807370,0.000000
219,0.0713,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.512974,4.821884,0.000000
220,0.0716,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.515060,4.837663,0.000000
221,0.0719,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.517218,4.863190,0.000000
222,0.0722,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.519435,4.891188,0.000000
223,0.0726,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.521643,4.922264,0.000000
224,0.0729,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.523835,4.951056,0.000000
225,0.0732,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.525992,4.976615,0.000000
226,0.0735,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.528144,5.001095,0.000000
227,0.0739,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.530207,5.018416,0.000000
228,0.0742,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.532205,5.032931,0.000000
229,0.0745,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.534146,5.051660,0.000000
230,0.0748,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.536029,5.070386,0.000000
231,0.0752,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.537795,5.092818,0.000000
232,0.0755,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.539436,5.115818,0.000000
233,0.0758,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.541031,5.141842,0.000000
234,0.0761,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.542583,5.170640,0.000000
235,0.0765,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.544022,5.206007,0.000000
236,0.0768,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.545507,5.237545,0.000000
237,0.0771,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.546967,5.267118,0.000000
238,0.0774,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.548364,5.291178,0.000000
239,0.0778,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.549726,5.310139,0.000000
240,0.0781,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.551168,5.321638,0.000000
241,0.0784,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.552682,5.329244,0.000000
242,0.0787,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.554412,5.330894,0.000000
243,0.0791,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.556166,5.343503,0.000000
244,0.0794,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.558065,5.355193,0.000000
245,0.0797,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.560037,5.374489,0.000000
246,0.08,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.562027,5.391294,0.000000
247,0.0804,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.564031,5.415445,0.000000
248,0.0807,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.566013,5.432820,0.000000
249,0.081,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.567999,5.436074,0.000000
250,0.0813,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.569932,5.445809,0.000000
251,0.0817,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.571877,5.456326,0.000000
252,0.082,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.573860,5.446937,0.000000
253,0.0823,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.575876,5.444913,0.000000
254,0.0826,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.577857,5.441641,0.000000
255,0.083,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.579720,5.439025,0.000000
256,0.0833,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.581555,5.428485,0.000000
257,0.0836,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.583326,5.415434,0.000000
258,0.084,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.585032,5.412026,0.000000
259,0.0843,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586702,5.420104,0.000000
260,0.0846,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.588288,5.423618,0.000000
261,0.0849,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.589742,5.411852,0.000000
