step,epoch,theta_L_mean,theta_L_max,theta_L_grad,theta_R_mean,theta_R_max,theta_R_grad,core_mean,core_max,core_grad
3180,1.0345,0.097061,2.224777,0.000000,0.103927,1.917652,0.000000,0.000000,0.000000,0.000000
3200,1.041,0.097499,2.178651,0.000000,0.104241,1.949147,0.000000,0.000000,0.000000,0.000000
3220,1.0475,0.097747,2.179490,0.000000,0.104847,1.938717,0.000000,0.000000,0.000000,0.000000
3240,1.054,0.098561,2.186174,0.000000,0.105152,1.915810,0.000000,0.000000,0.000000,0.000000
3260,1.0605,0.099145,2.206852,0.000000,0.105305,1.860555,0.000000,0.000000,0.000000,0.000000
3280,1.067,0.099447,2.228083,0.000000,0.105047,1.824629,0.000000,0.000000,0.000000,0.000000
3300,1.0735,0.099973,2.231923,0.000000,0.105375,1.804493,0.000000,0.000000,0.000000,0.000000
3320,1.08,0.100147,2.228139,0.000000,0.105806,1.802236,0.000000,0.000000,0.000000,0.000000
3340,1.0866,0.100123,2.177731,0.000000,0.106436,1.838417,0.000000,0.000000,0.000000,0.000000
3360,1.0931,0.100159,2.149766,0.000000,0.106649,1.842817,0.000000,0.000000,0.000000,0.000000
3380,1.0996,0.099990,2.145303,0.000000,0.106588,1.829827,0.000000,0.000000,0.000000,0.000000
3400,1.1061,0.100112,2.196316,0.000000,0.106651,1.806707,0.000000,0.000000,0.000000,0.000000
3420,1.1126,0.100399,2.175655,0.000000,0.106952,1.821565,0.000000,0.000000,0.000000,0.000000
3440,1.1191,0.100768,2.074816,0.000000,0.106707,1.822422,0.000000,0.000000,0.000000,0.000000
3460,1.1256,0.101029,2.058635,0.000000,0.107177,1.826619,0.000000,0.000000,0.000000,0.000000
3480,1.1321,0.101592,2.053537,0.000000,0.107454,1.850818,0.000000,0.000000,0.000000,0.000000
3500,1.1386,0.102083,2.066440,0.000000,0.107562,1.944308,0.000000,0.000000,0.000000,0.000000
3520,1.1451,0.101734,2.082616,0.000000,0.107809,1.884784,0.000000,0.000000,0.000000,0.000000
3540,1.1516,0.101944,2.109621,0.000000,0.108028,1.836179,0.000000,0.000000,0.000000,0.000000
3560,1.1581,0.102454,2.099409,0.000000,0.108456,1.826170,0.000000,0.000000,0.000000,0.000000
3580,1.1646,0.102690,2.089389,0.000000,0.108762,1.824834,0.000000,0.000000,0.000000,0.000000
3600,1.1712,0.102915,2.091979,0.000000,0.109196,1.844413,0.000000,0.000000,0.000000,0.000000
3620,1.1777,0.102745,2.100747,0.000000,0.109620,1.861936,0.000000,0.000000,0.000000,0.000000
3640,1.1842,0.103029,2.112357,0.000000,0.110044,1.908077,0.000000,0.000000,0.000000,0.000000
3660,1.1907,0.103259,2.052337,0.000000,0.110422,1.928958,0.000000,0.000000,0.000000,0.000000
3680,1.1972,0.103225,2.086670,0.000000,0.110691,1.935186,0.000000,0.000000,0.000000,0.000000
3700,1.2037,0.103297,2.110385,0.000000,0.111170,1.951183,0.000000,0.000000,0.000000,0.000000
3720,1.2102,0.103219,2.130544,0.000000,0.111209,1.952862,0.000000,0.000000,0.000000,0.000000
3740,1.2167,0.103516,2.106275,0.000000,0.111248,1.956101,0.000000,0.000000,0.000000,0.000000
3760,1.2232,0.104052,2.130796,0.000000,0.111482,1.959304,0.000000,0.000000,0.000000,0.000000
3780,1.2297,0.104277,2.125211,0.000000,0.111582,1.943452,0.000000,0.000000,0.000000,0.000000
3800,1.2362,0.104544,2.181347,0.000000,0.111766,1.919225,0.000000,0.000000,0.000000,0.000000
3820,1.2427,0.105026,2.241327,0.000000,0.111992,1.883489,0.000000,0.000000,0.000000,0.000000
3840,1.2492,0.105345,2.224498,0.000000,0.112373,1.857584,0.000000,0.000000,0.000000,0.000000
3860,1.2558,0.105800,2.233028,0.000000,0.112328,1.834998,0.000000,0.000000,0.000000,0.000000
3880,1.2623,0.106264,2.234056,0.000000,0.112445,1.824683,0.000000,0.000000,0.000000,0.000000
3900,1.2688,0.106183,2.225520,0.000000,0.112632,1.834224,0.000000,0.000000,0.000000,0.000000
3920,1.2753,0.106135,2.255385,0.000000,0.113196,1.848974,0.000000,0.000000,0.000000,0.000000
3940,1.2818,0.106422,2.183339,0.000000,0.113461,1.848608,0.000000,0.000000,0.000000,0.000000
3960,1.2883,0.106420,2.201800,0.000000,0.114229,1.854673,0.000000,0.000000,0.000000,0.000000
3980,1.2948,0.106570,2.249101,0.000000,0.114317,1.886404,0.000000,0.000000,0.000000,0.000000
4000,1.3013,0.106811,2.278794,0.000000,0.114170,1.844251,0.000000,0.000000,0.000000,0.000000
4020,1.3078,0.107468,2.293979,0.000000,0.114430,1.851449,0.000000,0.000000,0.000000,0.000000
4040,1.3143,0.107955,2.308374,0.000000,0.114739,1.893316,0.000000,0.000000,0.000000,0.000000
4060,1.3208,0.108091,2.298475,0.000000,0.114963,1.830202,0.000000,0.000000,0.000000,0.000000
4080,1.3273,0.107651,2.284517,0.000000,0.115004,1.858478,0.000000,0.000000,0.000000,0.000000
4100,1.3338,0.107800,2.245375,0.000000,0.115102,1.851138,0.000000,0.000000,0.000000,0.000000
4120,1.3404,0.107813,2.240216,0.000000,0.115003,1.935657,0.000000,0.000000,0.000000,0.000000
4140,1.3469,0.108130,2.268639,0.000000,0.115331,1.999162,0.000000,0.000000,0.000000,0.000000
4160,1.3534,0.108198,2.240925,0.000000,0.115442,2.006533,0.000000,0.000000,0.000000,0.000000
4180,1.3599,0.108156,2.241169,0.000000,0.115217,1.991730,0.000000,0.000000,0.000000,0.000000
4200,1.3664,0.108014,2.243803,0.000000,0.115424,1.969816,0.000000,0.000000,0.000000,0.000000
4220,1.3729,0.108188,2.185917,0.000000,0.115668,1.974754,0.000000,0.000000,0.000000,0.000000
4240,1.3794,0.108378,2.211621,0.000000,0.116237,1.988487,0.000000,0.000000,0.000000,0.000000
4260,1.3859,0.108709,2.222232,0.000000,0.116922,1.983962,0.000000,0.000000,0.000000,0.000000
4280,1.3924,0.109157,2.224820,0.000000,0.117434,1.975905,0.000000,0.000000,0.000000,0.000000
4300,1.3989,0.109268,2.203886,0.000000,0.117647,1.971221,0.000000,0.000000,0.000000,0.000000
4320,1.4054,0.109294,2.184541,0.000000,0.117744,1.986707,0.000000,0.000000,0.000000,0.000000
4340,1.4119,0.109464,2.224751,0.000000,0.117576,1.994335,0.000000,0.000000,0.000000,0.000000
4360,1.4184,0.109746,2.253404,0.000000,0.117804,2.022041,0.000000,0.000000,0.000000,0.000000
4380,1.425,0.110052,2.258168,0.000000,0.118175,2.050781,0.000000,0.000000,0.000000,0.000000
4400,1.4315,0.110314,2.237883,0.000000,0.118141,2.019050,0.000000,0.000000,0.000000,0.000000
4420,1.438,0.111177,2.222784,0.000000,0.118437,2.000031,0.000000,0.000000,0.000000,0.000000
4440,1.4445,0.111337,2.242611,0.000000,0.118391,2.046192,0.000000,0.000000,0.000000,0.000000
4460,1.451,0.111150,2.212224,0.000000,0.118680,2.059071,0.000000,0.000000,0.000000,0.000000
4480,1.4575,0.111266,2.202199,0.000000,0.119018,2.100365,0.000000,0.000000,0.000000,0.000000
4500,1.464,0.111108,2.200827,0.000000,0.118882,2.161918,0.000000,0.000000,0.000000,0.000000
4520,1.4705,0.111252,2.182663,0.000000,0.119286,2.160901,0.000000,0.000000,0.000000,0.000000
4540,1.477,0.110820,2.175349,0.000000,0.119171,2.167834,0.000000,0.000000,0.000000,0.000000
4560,1.4835,0.110963,2.152369,0.000000,0.118845,2.149130,0.000000,0.000000,0.000000,0.000000
4580,1.49,0.111027,2.137492,0.000000,0.119196,2.150033,0.000000,0.000000,0.000000,0.000000
4600,1.4965,0.111328,2.147122,0.000000,0.119636,2.163749,0.000000,0.000000,0.000000,0.000000
4620,1.5031,0.111254,2.203772,0.000000,0.119603,2.166782,0.000000,0.000000,0.000000,0.000000
4640,1.5096,0.111605,2.211684,0.000000,0.119739,2.161108,0.000000,0.000000,0.000000,0.000000
4660,1.5161,0.111614,2.226049,0.000000,0.119886,2.150527,0.000000,0.000000,0.000000,0.000000
4680,1.5226,0.111648,2.213897,0.000000,0.119926,2.138568,0.000000,0.000000,0.000000,0.000000
4700,1.5291,0.111895,2.251023,0.000000,0.120248,2.120096,0.000000,0.000000,0.000000,0.000000
4720,1.5356,0.112270,2.384203,0.000000,0.120407,2.120310,0.000000,0.000000,0.000000,0.000000
4740,1.5421,0.112673,2.451703,0.000000,0.120051,2.137379,0.000000,0.000000,0.000000,0.000000
4760,1.5486,0.112781,2.420818,0.000000,0.120256,2.122719,0.000000,0.000000,0.000000,0.000000
4780,1.5551,0.112607,2.452344,0.000000,0.120744,2.136800,0.000000,0.000000,0.000000,0.000000
4800,1.5616,0.112684,2.454255,0.000000,0.121093,2.132567,0.000000,0.000000,0.000000,0.000000
4820,1.5681,0.112609,2.436487,0.000000,0.121370,2.168788,0.000000,0.000000,0.000000,0.000000
4840,1.5746,0.112318,2.395161,0.000000,0.121415,2.147091,0.000000,0.000000,0.000000,0.000000
4860,1.5811,0.112425,2.391521,0.000000,0.121864,2.135740,0.000000,0.000000,0.000000,0.000000
